,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
74538,74539,2724690,56,1,single,rented,yes,Civil_servant,"Khora,_Ghaziabad",Uttar_Pradesh,1,12,1
120657,120658,5375354,38,4,single,rented,no,Petroleum_Engineer,Etawah,Uttar_Pradesh,4,14,0
180053,180054,4568179,22,14,single,rented,no,Chef,Silchar,Assam,11,11,0
171069,171070,6552503,21,15,married,rented,yes,Design_Engineer,Bareilly,Uttar_Pradesh,3,11,0
76510,76511,1259577,66,15,single,rented,no,Economist,Machilipatnam,Andhra_Pradesh,3,10,0
32204,32205,11114,73,19,single,rented,no,Surveyor,Nellore[14][15],Andhra_Pradesh,4,14,0
237715,237716,8992033,38,17,single,rented,no,Drafter,Jammu[16],Jammu_and_Kashmir,12,12,0
220665,220666,1508436,77,12,single,norent_noown,no,Web_designer,Jodhpur,Rajasthan,4,12,0
60637,60638,1043413,33,16,single,rented,no,Hotel_Manager,Satara,Maharashtra,8,13,0
66751,66752,6683083,69,1,married,rented,no,Psychologist,Purnia[26],Bihar,1,12,1
57305,57306,8108984,37,16,single,rented,no,Surveyor,Serampore,West_Bengal,7,10,0
173988,173989,5636495,57,17,single,rented,no,Comedian,Adoni,Andhra_Pradesh,10,12,0
206694,206695,9728879,30,5,single,rented,yes,Artist,Gudivada,Andhra_Pradesh,5,12,0
20397,20398,6735953,36,19,single,rented,no,Psychologist,Buxar[37],Bihar,12,10,0
34314,34315,6152081,66,8,single,rented,no,Technology_specialist,Kanpur,Uttar_Pradesh,3,12,0
99372,99373,2560874,38,5,single,rented,no,Industrial_Engineer,Narasaraopet,Andhra_Pradesh,5,13,0
75616,75617,9760667,63,17,single,rented,no,Chartered_Accountant,Khandwa,Madhya_Pradesh,13,12,1
184924,184925,8775036,71,14,single,rented,no,Magistrate,Sultan_Pur_Majra,Delhi,9,12,0
74813,74814,8064081,55,18,single,rented,yes,Software_Developer,Bhiwani,Haryana,9,14,0
148404,148405,1092385,55,4,single,owned,no,Air_traffic_controller,Salem,Tamil_Nadu,4,12,0
214034,214035,228774,60,10,single,rented,yes,Graphic_Designer,Tiruvottiyur,Tamil_Nadu,6,12,0
107945,107946,4825413,45,18,single,rented,yes,Chemical_engineer,Srinagar,Jammu_and_Kashmir,11,14,0
45227,45228,7908473,66,0,single,rented,no,Technician,Uluberia,West_Bengal,0,10,1
214724,214725,8189113,72,1,single,rented,no,Mechanical_engineer,Ongole,Andhra_Pradesh,1,12,1
183373,183374,8420858,55,14,single,rented,no,Technology_specialist,Bhagalpur,Bihar,7,13,0
80346,80347,912294,62,12,single,rented,yes,Official,Meerut,Uttar_Pradesh,7,12,0
239373,239374,9819157,57,15,single,rented,yes,Economist,Nangloi_Jat,Delhi,7,12,0
203232,203233,9604465,45,12,married,rented,yes,Designer,Shimla,Himachal_Pradesh,6,12,0
180855,180856,6520687,63,7,single,norent_noown,no,Psychologist,Vadodara,Gujarat,5,10,0
209944,209945,6537793,33,5,single,rented,no,Chartered_Accountant,Alwar,Rajasthan,5,10,0
145317,145318,1109071,57,20,single,rented,yes,Magistrate,Machilipatnam,Andhra_Pradesh,3,14,0
22791,22792,1803983,31,7,single,rented,no,Technical_writer,Bardhaman,West_Bengal,7,14,0
5590,5591,3278154,56,20,single,rented,no,Technology_specialist,Gorakhpur,Uttar_Pradesh,6,12,0
104811,104812,3123209,53,16,single,rented,yes,Physician,Silchar,Assam,3,10,0
205274,205275,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,1
157771,157772,4247387,65,20,single,rented,yes,Microbiologist,Sikar,Rajasthan,4,10,0
41864,41865,4786725,24,11,single,rented,no,Lawyer,Jaunpur,Uttar_Pradesh,7,11,0
56447,56448,632665,26,13,single,rented,no,Flight_attendant,Bhubaneswar,Odisha,9,10,0
227479,227480,6443046,72,7,single,owned,no,Design_Engineer,Tadipatri,Andhra_Pradesh,7,11,0
151991,151992,8057748,46,6,single,rented,yes,Geologist,Rajkot,Gujarat,4,11,0
206087,206088,4273331,67,17,single,rented,yes,Surgeon,Amritsar,Punjab,6,10,0
29548,29549,5629582,53,9,single,rented,yes,Magistrate,Erode[17],Tamil_Nadu,7,11,0
77855,77856,7574572,78,5,single,rented,no,Hotel_Manager,Vijayawada,Andhra_Pradesh,5,10,1
50101,50102,660630,70,1,single,rented,yes,Chartered_Accountant,Pune,Maharashtra,1,10,1
54191,54192,461499,68,2,married,rented,no,Official,Allahabad,Uttar_Pradesh[5],2,11,0
157842,157843,8261806,70,6,single,rented,no,Graphic_Designer,Mangalore,Karnataka,6,11,0
107018,107019,4253315,66,7,single,rented,no,Chemical_engineer,Vasai-Virar,Maharashtra,7,11,0
111134,111135,2495998,57,9,single,rented,no,Magistrate,Danapur,Bihar,9,13,0
21032,21033,2758097,31,19,single,rented,no,Graphic_Designer,Jalgaon,Maharashtra,3,13,0
170264,170265,7064604,74,3,single,rented,no,Petroleum_Engineer,Thrissur,Kerala,3,12,0
230301,230302,4970934,73,7,single,rented,no,Civil_servant,Begusarai,Bihar,5,13,0
195435,195436,9368826,22,4,single,rented,no,Flight_attendant,Kozhikode,Kerala,4,13,0
149380,149381,7395380,40,4,single,rented,no,Mechanical_engineer,Kharagpur,West_Bengal,4,14,0
155436,155437,8807021,26,19,single,owned,no,Statistician,Vijayanagaram,Andhra_Pradesh,3,13,0
173872,173873,7489827,77,13,single,rented,no,Software_Developer,Hubliâ€“Dharwad,Karnataka,11,10,0
73677,73678,4001896,70,1,single,rented,no,Hotel_Manager,Bulandshahr,Uttar_Pradesh,1,14,0
6892,6893,7499562,32,8,single,rented,no,Microbiologist,Patiala,Punjab,4,13,0
37813,37814,1197375,41,0,single,rented,yes,Microbiologist,Srinagar,Jammu_and_Kashmir,0,11,0
26070,26071,6495012,30,10,single,rented,no,Firefighter,Raebareli,Uttar_Pradesh,10,12,0
74450,74451,4039148,54,12,married,rented,no,Magistrate,Thoothukudi,Tamil_Nadu,6,14,0
28230,28231,2450407,35,10,single,rented,no,Petroleum_Engineer,Karawal_Nagar,Delhi,4,11,0
226333,226334,2233110,77,0,single,rented,no,Industrial_Engineer,Sikar,Rajasthan,0,12,0
122477,122478,8425571,73,15,single,rented,no,Secretary,Kavali,Andhra_Pradesh,8,14,0
185602,185603,2591229,68,11,married,rented,no,Design_Engineer,Burhanpur,Madhya_Pradesh,11,12,0
43369,43370,9772105,29,12,single,rented,no,Aviator,Nagercoil,Tamil_Nadu,8,14,0
75579,75580,3954973,58,14,married,rented,no,Librarian,Tiruppur,Tamil_Nadu,8,12,0
152749,152750,1222892,74,7,single,rented,yes,Politician,Jalgaon,Maharashtra,5,12,0
20866,20867,5739138,62,3,single,rented,no,Computer_hardware_engineer,Bhatpara,West_Bengal,3,12,0
107897,107898,6097020,48,10,single,rented,no,Physician,Gangtok,Sikkim,10,13,0
190842,190843,9574183,39,14,single,rented,yes,Police_officer,Varanasi,Uttar_Pradesh,8,12,0
236360,236361,4068807,65,9,single,rented,yes,Librarian,Serampore,West_Bengal,7,11,0
16508,16509,8739174,28,5,single,rented,no,Secretary,Dhanbad,Jharkhand,5,12,0
26067,26068,2807047,39,12,single,rented,yes,Technician,Orai,Uttar_Pradesh,5,11,0
192411,192412,9287205,68,9,single,norent_noown,no,Civil_engineer,Mirzapur,Uttar_Pradesh,8,11,0
221787,221788,1884179,50,20,single,rented,no,Lawyer,Hindupur,Andhra_Pradesh,6,10,0
134056,134057,3430690,60,12,single,rented,yes,Petroleum_Engineer,Patna,Bihar,12,12,0
62088,62089,5725424,73,17,single,rented,no,Scientist,Farrukhabad,Uttar_Pradesh,5,12,0
158392,158393,2797000,52,6,single,rented,yes,Chef,Thrissur,Kerala,5,13,0
90654,90655,2649521,69,14,single,rented,no,Analyst,Anantapur,Andhra_Pradesh,7,12,0
251718,251719,6130994,44,8,single,rented,no,Design_Engineer,Nashik,Maharashtra,4,12,0
27325,27326,2259654,42,2,single,rented,no,Mechanical_engineer,Davanagere,Karnataka,2,10,0
101164,101165,5353470,75,13,single,rented,yes,Surveyor,Mumbai,Maharashtra,5,12,0
29946,29947,8613547,77,17,single,rented,yes,Statistician,Karaikudi,Tamil_Nadu,13,14,0
52627,52628,5176250,42,14,single,rented,no,Analyst,Bhiwani,Haryana,6,14,0
78992,78993,3593774,57,11,single,rented,no,Technical_writer,Jalgaon,Maharashtra,11,11,1
43324,43325,227394,56,12,single,rented,no,Firefighter,Patna,Bihar,5,14,0
3033,3034,6472266,21,2,single,rented,yes,Mechanical_engineer,Hospet,Karnataka,2,11,1
49623,49624,4709297,42,14,single,rented,yes,Designer,Kota[6],Rajasthan,6,10,0
239509,239510,7191593,74,13,single,rented,yes,Fashion_Designer,Bikaner,Rajasthan,9,14,1
82693,82694,1896404,66,17,married,rented,yes,Designer,Davanagere,Karnataka,13,14,0
244377,244378,1049857,43,6,single,rented,yes,Fashion_Designer,Kakinada,Andhra_Pradesh,6,11,1
49343,49344,1288371,51,2,single,rented,no,Air_traffic_controller,Guwahati,Assam,2,10,0
155631,155632,1429643,24,11,single,rented,no,Civil_servant,Ozhukarai,Puducherry,11,10,0
85329,85330,5712077,21,0,single,rented,no,Police_officer,Mau,Uttar_Pradesh,0,12,1
226512,226513,6291390,68,15,single,norent_noown,no,Software_Developer,Akola,Maharashtra,8,10,0
61612,61613,1208514,72,6,single,rented,no,Analyst,Deoghar,Jharkhand,6,10,0
95518,95519,3556780,53,7,single,rented,yes,Economist,South_Dumdum,West_Bengal,7,11,0
171011,171012,9737452,41,1,married,rented,no,Graphic_Designer,Agartala,Tripura,1,12,0
113158,113159,2070881,52,8,single,rented,no,Hotel_Manager,Raipur,Chhattisgarh,8,14,0
28956,28957,9656322,56,15,single,rented,yes,Firefighter,Jalgaon,Maharashtra,7,11,0
229623,229624,4500720,27,13,single,rented,yes,Politician,Uluberia,West_Bengal,5,13,0
38866,38867,2493344,37,7,single,rented,yes,Consultant,Fatehpur,Uttar_Pradesh,6,12,0
210929,210930,2132506,79,11,single,owned,no,Financial_Analyst,Panihati,West_Bengal,11,13,0
182583,182584,6403083,67,2,single,rented,yes,Flight_attendant,Ongole,Andhra_Pradesh,2,12,0
247069,247070,7855162,73,9,single,rented,no,Official,Deoghar,Jharkhand,3,10,0
38488,38489,1896591,25,19,single,rented,no,Firefighter,Salem,Tamil_Nadu,5,13,0
14972,14973,5843241,74,15,single,rented,no,Air_traffic_controller,Kollam,Kerala,9,14,0
63907,63908,3909671,25,9,single,rented,no,Police_officer,Jaipur,Rajasthan,5,13,0
18797,18798,6304775,21,13,single,rented,no,Official,Davanagere,Karnataka,7,11,0
68900,68901,8248454,64,8,single,rented,no,Psychologist,Vellore,Tamil_Nadu,8,14,0
1838,1839,2004249,47,10,single,rented,yes,Lawyer,Tenali,Andhra_Pradesh,5,11,0
206736,206737,6677142,26,12,single,rented,no,Flight_attendant,Vellore,Tamil_Nadu,10,11,0
195420,195421,9142815,26,3,married,rented,yes,Technology_specialist,Berhampore,West_Bengal,3,12,0
193860,193861,238506,24,3,single,rented,yes,Consultant,Bhiwani,Haryana,3,13,0
127479,127480,5253114,50,7,single,owned,no,Computer_operator,Uluberia,West_Bengal,7,11,0
161489,161490,1076578,56,18,single,rented,no,Design_Engineer,Hazaribagh,Jharkhand,10,10,0
26822,26823,555485,31,15,single,rented,yes,Magistrate,Sikar,Rajasthan,12,11,0
187042,187043,1110768,34,3,single,rented,no,Computer_hardware_engineer,Bellary,Karnataka,3,11,0
216527,216528,7328364,73,2,single,rented,yes,Drafter,Salem,Tamil_Nadu,2,10,0
165523,165524,4638141,59,18,married,rented,no,Chef,Bahraich,Uttar_Pradesh,3,12,0
207782,207783,1049794,66,13,single,rented,no,Technical_writer,Ambarnath,Maharashtra,9,11,0
138285,138286,2570723,45,15,single,rented,no,Mechanical_engineer,Anand,Gujarat,6,12,1
6364,6365,7189375,60,12,single,rented,yes,Biomedical_Engineer,Motihari[34],Bihar,3,12,0
84550,84551,5489333,45,14,single,rented,no,Drafter,Akola,Maharashtra,12,14,0
53033,53034,5160409,31,10,single,rented,yes,Economist,Pallavaram,Tamil_Nadu,3,13,0
201777,201778,151700,33,20,single,rented,no,Politician,Patiala,Punjab,6,13,0
176711,176712,9360376,39,4,single,rented,yes,Surveyor,Giridih,Jharkhand,4,14,0
103383,103384,5994422,62,17,single,rented,no,Architect,Jabalpur,Madhya_Pradesh,6,13,0
9765,9766,7667833,70,16,single,rented,no,Surgeon,Mau,Uttar_Pradesh,11,12,0
134362,134363,2354980,64,7,single,rented,no,Magistrate,Tiruvottiyur,Tamil_Nadu,7,11,0
118511,118512,6712876,51,17,single,rented,yes,Librarian,Panchkula,Haryana,3,14,0
31138,31139,6301452,71,4,single,rented,no,Police_officer,Bhubaneswar,Odisha,3,12,0
117234,117235,1230362,67,7,single,rented,no,Software_Developer,Haridwar,Uttarakhand,7,10,0
113907,113908,7840891,54,9,married,rented,yes,Civil_engineer,Silchar,Assam,6,14,0
120448,120449,1680165,67,2,single,rented,no,Civil_engineer,Jammu[16],Jammu_and_Kashmir,2,11,0
10708,10709,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,1
79204,79205,7134812,72,16,single,rented,no,Statistician,Bidhannagar,West_Bengal,4,14,0
69912,69913,3201383,51,10,single,rented,no,Hotel_Manager,Rourkela,Odisha,7,13,0
150857,150858,1583605,45,13,single,rented,no,Aviator,Ratlam,Madhya_Pradesh,13,14,0
27794,27795,2293119,46,11,single,rented,yes,Civil_servant,Arrah,Bihar,11,14,0
200654,200655,6372556,39,10,single,rented,yes,Graphic_Designer,Fatehpur,Uttar_Pradesh,3,13,0
62777,62778,7822211,37,17,single,rented,no,Economist,Pune,Maharashtra,7,14,0
14781,14782,1596742,79,15,single,norent_noown,no,Software_Developer,Buxar[37],Bihar,14,14,0
238283,238284,5612939,79,3,single,rented,no,Financial_Analyst,Shimla,Himachal_Pradesh,3,12,1
22949,22950,4547051,45,11,single,rented,no,Hotel_Manager,Fatehpur,Uttar_Pradesh,8,10,0
26255,26256,4277458,41,8,single,rented,no,Civil_engineer,Kumbakonam,Tamil_Nadu,8,11,0
111515,111516,9128273,76,7,single,rented,no,Aviator,Secunderabad,Telangana,4,11,0
123139,123140,3054835,68,10,single,rented,no,Lawyer,Jaunpur,Uttar_Pradesh,3,14,0
57357,57358,383685,58,4,single,rented,no,Lawyer,Panchkula,Haryana,4,10,0
25166,25167,7007572,24,2,single,rented,no,Comedian,Thiruvananthapuram,Kerala,2,13,0
27696,27697,8793461,53,18,single,rented,no,Politician,Gulbarga,Karnataka,8,10,0
74908,74909,9385403,56,18,single,rented,no,Computer_operator,Berhampur,Odisha,3,11,0
197179,197180,8497267,65,6,single,rented,no,Civil_engineer,Madanapalle,Andhra_Pradesh,6,12,1
113603,113604,2433481,48,0,single,norent_noown,yes,Biomedical_Engineer,Durg,Chhattisgarh,0,14,0
71274,71275,9314999,51,20,married,rented,no,Architect,Proddatur,Andhra_Pradesh,7,10,1
147471,147472,6004435,47,10,single,rented,yes,Microbiologist,Gwalior,Madhya_Pradesh,9,14,0
184559,184560,1783274,34,8,single,owned,no,Surveyor,Bidhannagar,West_Bengal,7,12,0
145073,145074,1951736,72,12,single,rented,yes,Chartered_Accountant,Berhampur,Odisha,11,11,0
206068,206069,7962568,28,14,single,rented,yes,Engineer,Gudivada,Andhra_Pradesh,5,13,0
80448,80449,7273711,67,7,single,rented,no,Firefighter,Unnao,Uttar_Pradesh,7,10,0
139617,139618,2681632,71,13,single,rented,yes,Police_officer,Raurkela_Industrial_Township,Odisha,4,12,0
146449,146450,445268,57,17,single,rented,no,Technician,Vellore,Tamil_Nadu,9,13,0
192980,192981,4441205,56,0,single,rented,no,Civil_servant,Saharanpur,Uttar_Pradesh,0,13,0
38545,38546,7429005,69,2,married,rented,no,Computer_hardware_engineer,Gandhidham,Gujarat,2,13,1
230431,230432,316408,52,0,single,rented,yes,Drafter,Hindupur,Andhra_Pradesh,0,14,0
151262,151263,7889777,35,15,single,rented,no,Physician,Ramgarh,Jharkhand,13,10,0
119612,119613,224204,51,9,single,norent_noown,no,Computer_hardware_engineer,Mathura,Uttar_Pradesh,8,10,0
61631,61632,4762371,72,18,single,rented,no,Comedian,Medininagar,Jharkhand,5,12,0
4227,4228,479113,45,0,single,rented,yes,Comedian,Raichur,Karnataka,0,13,0
180626,180627,5688746,62,8,single,rented,yes,Web_designer,Varanasi,Uttar_Pradesh,8,11,0
164013,164014,4932179,24,2,single,rented,no,Chemical_engineer,Danapur,Bihar,2,10,0
1036,1037,9205244,53,6,single,rented,no,Mechanical_engineer,Jorhat,Assam,6,14,0
95531,95532,1886371,68,15,single,rented,yes,Financial_Analyst,Ahmednagar,Maharashtra,7,10,0
175243,175244,3307171,68,2,single,rented,yes,Comedian,"Khora,_Ghaziabad",Uttar_Pradesh,2,14,0
98655,98656,9804751,59,3,single,rented,no,Financial_Analyst,Ballia,Uttar_Pradesh,3,11,0
181278,181279,6593030,78,15,single,rented,no,Aviator,Chandrapur,Maharashtra,11,12,0
169645,169646,1923313,71,5,single,rented,no,Magistrate,Pallavaram,Tamil_Nadu,3,10,0
104726,104727,4938334,73,13,single,rented,yes,Secretary,Kolkata,West_Bengal,9,10,0
245203,245204,7981159,53,14,single,rented,no,Designer,Kota[6],Rajasthan,4,13,0
62665,62666,6831818,21,0,single,rented,no,Technician,Belgaum,Karnataka,0,13,0
199609,199610,3082162,34,18,single,norent_noown,no,Physician,Shimoga,Karnataka,3,10,0
234521,234522,2506954,45,11,single,rented,no,Geologist,Kakinada,Andhra_Pradesh,6,12,0
247298,247299,6409938,40,7,single,rented,no,Chartered_Accountant,Tiruchirappalli[10],Tamil_Nadu,3,12,0
5520,5521,3775604,46,11,single,rented,no,Surgeon,Proddatur,Andhra_Pradesh,5,11,0
110079,110080,973794,69,16,single,rented,yes,Geologist,Raipur,Chhattisgarh,8,14,1
115766,115767,1050363,39,5,single,owned,no,Chemical_engineer,Nellore[14][15],Andhra_Pradesh,5,11,0
107574,107575,5785401,27,20,single,rented,no,Firefighter,Ambala,Haryana,8,13,0
123559,123560,298328,46,6,single,rented,no,Engineer,Dehri[30],Bihar,5,12,0
28833,28834,2304127,29,5,married,rented,no,Economist,Nagaon,Assam,5,13,0
92057,92058,6448514,30,6,single,rented,no,Magistrate,Bihar_Sharif,Bihar,6,10,0
205246,205247,5990870,74,4,single,rented,no,Aviator,Singrauli,Madhya_Pradesh,4,10,0
216082,216083,1937360,42,1,single,rented,yes,Artist,Bihar_Sharif,Bihar,1,12,0
133505,133506,1138928,46,0,single,rented,no,Scientist,Dharmavaram,Andhra_Pradesh,0,13,0
108878,108879,1618942,31,17,single,rented,no,Magistrate,Bokaro,Jharkhand,7,12,0
245328,245329,4413471,77,8,single,rented,no,Air_traffic_controller,Thrissur,Kerala,6,14,0
98229,98230,4839082,74,17,single,rented,yes,Engineer,Tiruchirappalli[10],Tamil_Nadu,9,14,0
220378,220379,2480658,38,16,single,rented,no,Design_Engineer,Bihar_Sharif,Bihar,13,13,1
98047,98048,749226,67,4,single,rented,yes,Hotel_Manager,Saharanpur,Uttar_Pradesh,4,10,0
55948,55949,151700,33,20,single,rented,no,Politician,Patiala,Punjab,6,13,0
202281,202282,2825737,28,5,single,rented,no,Industrial_Engineer,Guntur[13],Andhra_Pradesh,5,10,0
222311,222312,1682418,29,20,single,rented,no,Graphic_Designer,Nagercoil,Tamil_Nadu,9,10,0
120285,120286,9777389,29,9,single,owned,no,Comedian,Kharagpur,West_Bengal,9,14,0
176755,176756,954408,28,8,single,rented,yes,Civil_engineer,Proddatur,Andhra_Pradesh,8,13,0
32866,32867,1902583,21,2,single,rented,no,Lawyer,Tiruchirappalli[10],Tamil_Nadu,2,11,0
190730,190731,8978055,60,9,single,rented,no,Web_designer,Sirsa,Haryana,9,14,0
57380,57381,1747153,75,3,single,rented,no,Microbiologist,Bangalore,Karnataka,3,14,0
110187,110188,2240686,42,1,single,rented,no,Computer_hardware_engineer,Dharmavaram,Andhra_Pradesh,1,13,0
107695,107696,1583605,45,13,single,rented,no,Aviator,Ratlam,Madhya_Pradesh,13,14,0
81893,81894,4784462,60,19,married,rented,yes,Economist,Durg,Chhattisgarh,9,14,0
2686,2687,4813006,52,16,single,owned,yes,Chartered_Accountant,Nizamabad,Telangana,4,11,0
65012,65013,2285062,38,2,single,rented,no,Dentist,Kakinada,Andhra_Pradesh,2,12,0
185467,185468,1650754,78,8,single,rented,no,Designer,Faridabad,Haryana,8,12,0
250320,250321,3845028,73,8,single,rented,no,Surgeon,Satara,Maharashtra,8,12,0
242648,242649,4316025,31,8,single,rented,yes,Dentist,Kota[6],Rajasthan,8,14,0
17511,17512,4022242,69,17,single,rented,no,Magistrate,Panihati,West_Bengal,9,12,0
137044,137045,3287010,49,6,single,rented,yes,Financial_Analyst,Deoghar,Jharkhand,6,11,0
56146,56147,8909724,71,4,single,rented,no,Artist,Sri_Ganganagar,Rajasthan,4,11,0
15373,15374,9912721,57,14,single,rented,no,Chemical_engineer,Muzaffarnagar,Uttar_Pradesh,5,14,1
2516,2517,363970,33,9,single,rented,no,Graphic_Designer,Tiruchirappalli[10],Tamil_Nadu,9,10,0
197467,197468,3154685,27,1,single,rented,no,Chartered_Accountant,Gandhidham,Gujarat,1,12,1
126040,126041,3492662,66,7,single,rented,yes,Fashion_Designer,Coimbatore,Tamil_Nadu,7,13,0
184143,184144,1477651,50,15,single,rented,no,Surveyor,Dewas,Madhya_Pradesh,8,13,0
239160,239161,5625292,59,3,single,rented,yes,Consultant,Maheshtala,West_Bengal,3,12,0
72695,72696,7727737,41,11,single,rented,no,Civil_servant,Giridih,Jharkhand,3,11,0
249255,249256,4314185,67,15,single,rented,no,Architect,Agra,Uttar_Pradesh,7,10,0
57476,57477,3390492,54,13,married,rented,no,Official,Bhatpara,West_Bengal,10,14,0
103832,103833,8749318,21,15,married,rented,yes,Petroleum_Engineer,Giridih,Jharkhand,4,14,0
121031,121032,2619515,49,8,single,rented,yes,Surgeon,Bhimavaram,Andhra_Pradesh,8,13,0
63955,63956,9259353,37,18,single,rented,no,Petroleum_Engineer,Bally,West_Bengal,12,11,0
54426,54427,3215432,37,6,single,rented,yes,Consultant,Haridwar,Uttarakhand,6,12,0
218012,218013,6886978,33,2,single,rented,no,Chartered_Accountant,Kamarhati,West_Bengal,2,13,0
14906,14907,2113243,63,8,single,rented,no,Geologist,Gandhinagar,Gujarat,7,10,0
29871,29872,2237433,65,19,single,rented,no,Consultant,Begusarai,Bihar,7,12,0
90794,90795,8997854,36,16,single,rented,no,Chef,Udupi,Karnataka,5,10,1
11191,11192,842278,30,18,single,rented,yes,Physician,Pimpri-Chinchwad,Maharashtra,3,14,0
211750,211751,737051,58,0,single,rented,yes,Surgeon,Jamnagar,Gujarat,0,12,0
103615,103616,9247929,48,4,single,rented,yes,Geologist,Surendranagar_Dudhrej,Gujarat,3,13,0
43328,43329,2667227,76,6,single,rented,no,Official,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
86700,86701,1818927,69,8,single,rented,no,Technical_writer,Mirzapur,Uttar_Pradesh,8,13,0
179722,179723,1924316,26,5,single,rented,yes,Dentist,Hazaribagh,Jharkhand,5,14,0
200268,200269,2717090,71,2,single,norent_noown,yes,Surgeon,Kottayam,Kerala,2,10,0
114364,114365,9253093,54,2,single,rented,yes,Secretary,Danapur,Bihar,2,12,0
